499791,Beef Cheese Ball,"[""2 (8 oz.) pkg. cream cheese"", ""3 (3 oz.) pkg. dried or corned beef"", ""1 small onion, minced"", ""1 tsp. Worcestershire sauce"", ""parsley flakes""]","[""Soften cream cheese; chop beef."", ""Mix all ingredients, except parsley."", ""Shape into a ball; roll in parsley."", ""Serve with crackers of your choice.""]",www.cookbooks.com/Recipe-Details.aspx?id=599781,Gathered,"[""cream cheese"", ""corned beef"", ""onion"", ""Worcestershire sauce"", ""parsley flakes""]"
499792,Chocolate Pie,"[""1 c. sugar"", ""1/3 c. flour"", ""1/4 tsp. salt"", ""2 c. milk"", ""2 sq. unsweetened chocolate"", ""3 egg yolks"", ""1 tsp. vanilla"", ""2 Tbsp. butter""]","[""Mix sugar, flour and salt."", ""Melt chocolate; then add to sugar mixture."", ""Bring to a boil."", ""Boil 2 minutes."", ""Add a little of the hot mixture to egg yolks; stir well."", ""Then mix all together."", ""Boil 2 more minutes; add vanilla and butter."", ""Pour into pie shell."", ""May top with meringue or Cool Whip.""]",www.cookbooks.com/Recipe-Details.aspx?id=909542,Gathered,"[""sugar"", ""flour"", ""salt"", ""milk"", ""unsweetened chocolate"", ""egg yolks"", ""vanilla"", ""butter""]"
499793,Grilled Squash,"[""8 squash"", ""1 onion"", ""salt and pepper"", ""butter""]","[""Wash squash, slice into rounds."", ""Slice onions."", ""Add salt and pepper and plenty of butter."", ""Wrap in aluminum foil and cook on grill 15 minutes or until done."", ""You can cook in slow oven.""]",www.cookbooks.com/Recipe-Details.aspx?id=391997,Gathered,"[""onion"", ""salt"", ""butter""]"
499794,Apricot Chicken,"[""12 1/2 chicken breasts"", ""1 jar apricot jam"", ""1 envelope Lipton onion soup"", ""1 bottle Russian thousand island dressing""]","[""Mix together. Add chicken and marinate several hours or overnight. bake at 350\u00b0 for 1 hour with foil on top.""]",www.cookbooks.com/Recipe-Details.aspx?id=22363,Gathered,"[""chicken breasts"", ""apricot"", ""onion soup""]"
499795,Pumpkin Bread,"[""1 can pumpkin without spices"", ""3 1/2 c. plain flour"", ""1 c. oil"", ""2/3 c. water"", ""3 c. sugar"", ""1 1/2 tsp. salt"", ""1 tsp. nutmeg"", ""1 tsp. cinnamon"", ""2 tsp. baking soda"", ""4 eggs""]","[""Bake at 350\u00b0 for 1 hour."", ""Makes 2 loaf pans.""]",www.cookbooks.com/Recipe-Details.aspx?id=599358,Gathered,"[""pumpkin"", ""flour"", ""oil"", ""water"", ""sugar"", ""salt"", ""nutmeg"", ""cinnamon"", ""baking soda"", ""eggs""]"
499796,Mexican Lasagne,"[""2 pkg. large burritos (soft tortilla)"", ""1 1/2 to 2 lb. ground chuck"", ""2 pkg. Monterey Jack cheese (16 oz.)"", ""1 pkg. Mozzarella cheese (16 oz.)"", ""1 pkg. Cheddar cheese (16 oz.)"", ""2 pkg. taco seasoning (Ortega)"", ""salsa or taco sauce"", ""sour cream (optional)""]","[""Fry meat; drain fat and add two packages taco seasoning and 1 cup water."", ""Lay 4 large shells on bottom of pan."", ""Layer meat (with seasoning), cheeses, 4 more shells, meat, cheeses, etc."", ""End with sauce on top."", ""Bake at 350\u00b0 for 30 to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=1044570,Gathered,"[""burritos"", ""ground chuck"", ""cheese"", ""Mozzarella cheese"", ""Cheddar cheese"", ""taco"", ""salsa"", ""sour cream""]"
499797,Lo-Cal Skillet Cabbage,"[""1 c. thinly sliced cabbage"", ""1/4 c. thinly sliced green pepper"", ""1/2 c. diced celery"", ""1/4 c. diced onion"", ""1/2 c. chopped tomato"", ""1 Tbsp. vinegar"", ""1/4 c. water""]","[""Combine"", ""all ingredients in a large skillet."", ""Cover and cook over"", ""low"", ""heat"", ""5\tto 10 minutes.\tVegetables should be firm; 25 calories per 1/2 cup.""]",www.cookbooks.com/Recipe-Details.aspx?id=926820,Gathered,"[""cabbage"", ""green pepper"", ""celery"", ""onion"", ""tomato"", ""vinegar"", ""water""]"
499798,Caramel Covered Pecans,"[""5 Tbsp. water"", ""1 c. sugar"", ""8 caramel candies"", ""3 c. pecans"", ""1 tsp. vanilla""]","[""Cook water, sugar and caramel candies to a soft ball."", ""Add pecans and vanilla."", ""Stir well until pecans are covered."", ""Pour on waxed paper and separate."", ""Dry completely and store in tin cans or glass jar.""]",www.cookbooks.com/Recipe-Details.aspx?id=268581,Gathered,"[""water"", ""sugar"", ""caramel candies"", ""pecans"", ""vanilla""]"
499799,Easy Carrot Cake,"[""1 1/4 c. salad dressing (Miracle Whip)"", ""4 eggs"", ""2 tsp. ground cinnamon"", ""3/4 c. chopped walnuts"", ""1 (2-layer) yellow cake mix"", ""1/4 c. cold water"", ""2 c. finely shredded carrots""]","[""Beat salad dressing, cake mix, eggs, water and cinnamon at medium speed with electric mixer until well blended."", ""Stir in carrots and walnuts."", ""Pour into greased and floured 9 x 13-inch pan."", ""Bake at 350\u00b0 for 30 to 35 minutes or until toothpick inserted in center comes out clean."", ""Cool completely.""]",www.cookbooks.com/Recipe-Details.aspx?id=921426,Gathered,"[""salad dressing"", ""eggs"", ""ground cinnamon"", ""walnuts"", ""yellow cake"", ""cold water"", ""carrots""]"
499800,Heavenly Delight,"[""1 yellow cake mix"", ""1 medium size can crushed pineapple"", ""1 c. sugar"", ""1 box vanilla instant pudding"", ""3 to 4 bananas"", ""1 large container Cool Whip""]","[""Bake cake according to directions."", ""When done, take a fork and prick top."", ""Combine sugar and pineapple."", ""Bring to a boil and boil 5 minutes."", ""Spread on top of cake."", ""Fix instant pudding and spread on top."", ""Slice bananas and place on top of pudding."", ""Then spread on Cool Whip."", ""Sprinkle chopped pecans on top of Cool Whip. Refrigerate.""]",www.cookbooks.com/Recipe-Details.aspx?id=497055,Gathered,"[""yellow cake"", ""pineapple"", ""sugar"", ""vanilla instant pudding"", ""bananas""]"
499801,Baked Cabbage,"[""3 lb. cabbage"", ""1 tsp. salt"", ""1 tsp. dry mustard"", ""thin slices bacon"", ""1 Tbsp. flour"", ""1 Tbsp. butter"", ""1/2 c. water"", ""dash of cayenne pepper""]","[""Chop the cabbage."", ""Stir into it the flour, salt, mustard, pepper, butter and water."", ""Put mixture into buttered casserole. Over it lay the slices of bacon."", ""Put in oven and bake at 350\u00b0 about 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=874151,Gathered,"[""cabbage"", ""salt"", ""dry mustard"", ""thin slices bacon"", ""flour"", ""butter"", ""water"", ""cayenne pepper""]"
499802,Split Pea Soup,"[""1 lb. pkg. dry green split peas"", ""4 qts. water"", ""1 lg. ham bone"", ""3 medium potatoes, peeled, cut in pieces"", ""3 carrots, peeled, cut in pieces"", ""1 lg. onion, peeled, quartered"", ""1 bay leaf"", ""salt and pepper to taste""]","[""Soak peas overnight in water to cover; drain Place peas in Dutch oven with ham bone, potatoes, carrots, onion, bay leaf, 4 qts. water, and salt and pepper to taste."", ""Cook over low heat approximately 4 hours stirring occasionally."", ""Remove ham bone and bay leaf."", ""Place soup in blender, blend well until smooth."", ""Taste to correct seasonings."", ""Reheat and serve piping hot."", ""Serves 10.""]",www.cookbooks.com/Recipe-Details.aspx?id=958617,Gathered,"[""peas"", ""water"", ""ham bone"", ""potatoes"", ""carrots"", ""onion"", ""bay leaf"", ""salt""]"
499803,Butterfinger Cake,"[""1 box yellow pudding in mix cake mix"", ""1 (16 oz.) container Cool Whip"", ""2 egg yolks"", ""1 c. melted margarine"", ""1 1/2 c. powdered sugar"", ""6 large Butterfinger candy bars""]","[""Mix and bake cake mix as directed on box."", ""Beat egg yolks, powdered sugar and butter."", ""Fold Cool Whip into powdered sugar mixture."", ""After cake cools, crumble 1/2 of the cake into a large bowl, then cover with 1/2 of the Cool Whip mixture. Top with 1/2 of the crushed candy bars."", ""Repeat layers."", ""Chill overnight. Serve and enjoy.""]",www.cookbooks.com/Recipe-Details.aspx?id=803867,Gathered,"[""cake"", ""egg yolks"", ""margarine"", ""powdered sugar"", ""Butterfinger""]"
499804,Lemonade Cake,"[""1 box lemon supreme cake mix"", ""1 box lemon Jell-O, dissolved in 3/4 c. hot water"", ""4 eggs"", ""3/4 c. salad oil"", ""1 can frozen lemonade"", ""1/2 c. sugar""]","[""Combine cake mix, eggs and salad oil."", ""Stir in cooled Jell-O. Use tube pan lined with waxed paper."", ""Bake 1 hour at 350\u00b0."", ""Do not open oven door."", ""Mix sugar and lemonade and as soon as cake is removed from oven, pour lemonade over cake."", ""Let cool in pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=606298,Gathered,"[""lemon supreme cake mix"", ""O"", ""eggs"", ""salad oil"", ""frozen lemonade"", ""sugar""]"
499805,Chicken Casserole,"[""2 chickens, boiled"", ""2 cans cream of mushroom soup"", ""1 c. chicken broth"", ""1 (8 oz.) sour cream"", ""1 1/2 tubes Ritz crackers"", ""1 stick margarine or butter""]","[""Debone chicken."", ""Put in bottom of casserole dish."", ""Mix soup, sour cream and chicken broth."", ""Pour over chicken."", ""Crush Ritz crackers and put on top."", ""Melt 1 stick margarine and put on top. Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=334188,Gathered,"[""chickens"", ""cream of mushroom soup"", ""chicken broth"", ""sour cream"", ""crackers"", ""margarine""]"
499806,Zucchini Bread,"[""3 c. flour"", ""1 c. sugar"", ""2 tsp. baking powder"", ""1 tsp. ground cinnamon"", ""1/2 tsp. baking soda"", ""1/4 tsp. salt"", ""3/4 c. butter (1 1/2 sticks)"", ""2 eggs"", ""2 tsp. vanilla"", ""2 c. shredded zucchini"", ""1/4 c. chopped nuts""]","[""Heat oven to 350\u00b0."", ""Mix dry ingredients; set aside."", ""Melt butter; add eggs and vanilla."", ""Mix until well blended."", ""Stir in zucchini."", ""Add dry ingredients."", ""Mix well until blended."", ""Pour into a greased and floured 9 x 5-inch loaf pan."", ""Top with nuts; lightly press into batter."", ""Bake 1 hour and 5 minutes."", ""Cool 10 minutes."", ""Remove from pan."", ""Cool completely on wire rack."", ""Makes 1 loaf.""]",www.cookbooks.com/Recipe-Details.aspx?id=870332,Gathered,"[""flour"", ""sugar"", ""baking powder"", ""ground cinnamon"", ""baking soda"", ""salt"", ""butter"", ""eggs"", ""vanilla"", ""zucchini"", ""nuts""]"
499807,Sawdust Salad,"[""1 pkg. lemon Jell-O"", ""1 pkg. orange and pineapple Jell-O"", ""2 c. hot water"", ""1 1/2 c. cold water"", ""2 cans crushed pineapple, drained"", ""2 bananas, diced"", ""40 small marshmallows"", ""1/2 c. sugar"", ""1 c. pineapple juice"", ""1 egg"", ""1 Tbsp. flour or cornstarch""]","[""Stir sugar, flour and egg together."", ""Add pineapple juice. Cook until thick, stirring to keep from sticking."", ""Cool and spread onto top of Jell-O.""]",www.cookbooks.com/Recipe-Details.aspx?id=445285,Gathered,"[""lemon Jell-O"", ""orange and pineapple"", ""water"", ""cold water"", ""pineapple"", ""bananas"", ""marshmallows"", ""sugar"", ""pineapple juice"", ""egg"", ""flour""]"
499808,Cherry Delight,"[""2 pkg. Dream Whip"", ""2 pkg. cream cheese"", ""2 c. powdered sugar"", ""1 tsp. vanilla"", ""2 cans cherry pie filling""]","[""Prepare graham cracker crust in a 9 x 13-inch pan and cool. Mix the cream cheese, powdered sugar and vanilla."", ""Add to the already prepared whipped cream. Blend well."", ""Spread over crust. Spread the pie filling over this."", ""Cool for 4 hours or overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=865656,Gathered,"[""Dream Whip"", ""cream cheese"", ""powdered sugar"", ""vanilla"", ""cherry pie filling""]"
499809,Broccoli Cheese Casserole,"[""2 pkg. frozen broccoli"", ""1 stick butter"", ""1 small onion, chopped"", ""1 c. cooked rice"", ""2 cans cream of mushroom soup"", ""1 large jar Cheez Whiz""]","[""Cook broccoli according to package directions."", ""Saute onion in butter and mix all ingredients together."", ""Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=176656,Gathered,"[""frozen broccoli"", ""butter"", ""onion"", ""rice"", ""cream of mushroom soup""]"
499810,Fresh Strawberry Pie,"[""1 c. sugar"", ""1 c. water"", ""3 Tbsp. cornstarch"", ""2 Tbsp. strawberry jello"", ""1/4 tsp. salt"", ""1/2 Tbsp. red food coloring""]","[""Boil"", ""sugar,"", ""water and cornstarch, stirring constantly until thick."", ""Add"", ""jello, salt and food coloring."", ""Let chill. Pour"", ""over fresh berries."", ""Then pour in baked pie crust."", ""Top with whipped cream.""]",www.cookbooks.com/Recipe-Details.aspx?id=625797,Gathered,"[""sugar"", ""water"", ""cornstarch"", ""strawberry jello"", ""salt"", ""red food coloring""]"
499811,Famous Peanut Butter Fudge,"[""3 c. Domino granulated sugar"", ""1 can Carnation milk"", ""1 stick butter"", ""3 Tbsp. peanut butter"", ""walnuts (optional)""]","[""Mix the first 3 ingredients in a saucepan on medium heat, stirring constantly until it starts to boil."", ""Cook until it forms a soft ball in cold water."", ""Set the pan in cold water."", ""Stir in the peanut butter until well mixed."", ""Add the walnuts."", ""Pour mixture into a greased 13 x 9 x 2-inch pan."", ""Let stand until cool, then cut.""]",www.cookbooks.com/Recipe-Details.aspx?id=862793,Gathered,"[""sugar"", ""Carnation milk"", ""butter"", ""peanut butter"", ""walnuts""]"
499812,Chicken Zucchini Casserole,"[""6 c. sliced zucchini"", ""1 can cream of chicken soup"", ""1 c. sour cream"", ""2 c. diced cooked chicken"", ""1/2 c. butter"", ""1 (7 oz.) pkg. Pepperidge Farm stuffing mix"", ""1 c. diced onion""]","[""Parboil zucchini and onion."", ""Drain."", ""Mix chicken soup and sour cream."", ""Stir in diced chicken."", ""Fold in zucchini."", ""Melt butter and mix stuffing mix."", ""Spoon 1/2 zucchini mix in a 9 x 13-inch pan. Spread 1/2 stuffing mix over top."", ""Spread rest of zucchini mix. Top with stuffing mix."", ""Bake at 350\u00b0 for 30 minutes."", ""Can be made ahead and refrigerated until ready to bake.""]",www.cookbooks.com/Recipe-Details.aspx?id=688159,Gathered,"[""zucchini"", ""cream of chicken soup"", ""sour cream"", ""chicken"", ""butter"", ""stuffing mix"", ""onion""]"
499813,Butterscotch Spectacular,"[""1 1/2 c. flour"", ""1 1/2 sticks margarine, softened"", ""1/2 c. chopped pecans"", ""1 (8 oz.) pkg. cream cheese, softened"", ""1 c. powdered sugar"", ""2 boxes butterscotch instant pudding"", ""3 c. cold milk"", ""2 (8 oz.) Cool Whip"", ""1 tsp. vanilla flavoring""]","[""Mix flour, margarine and pecans."", ""Press out in 9 x 13-inch cake pan."", ""Bake at 350\u00b0 for 20 minutes."", ""Let cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=685700,Gathered,"[""flour"", ""margarine"", ""pecans"", ""cream cheese"", ""powdered sugar"", ""butterscotch instant pudding"", ""cold milk"", ""vanilla flavoring""]"
499814,Turkey Or Chicken Fruit Salad,"[""4 c. turkey or chicken, cooked and chopped"", ""1 c. each: apple, chopped walnuts, seedless grapes and pineapple tidbits"", ""1 1/2 c. Hellmann's mayonnaise""]","[""Combine ingredients and refrigerate."", ""Serve in Cranberry Ring made the day before.""]",www.cookbooks.com/Recipe-Details.aspx?id=953661,Gathered,"[""turkey"", ""apple"", ""mayonnaise""]"
499815,Mushroom Casserole,"[""1/2 to 1 lb. coarsely sliced mushrooms"", ""8 slices white bread, divided"", ""butter"", ""1/2 c. chopped onion"", ""1/2 c. mayonnaise"", ""1/2 c. chopped celery"", ""1/2 c. chopped green pepper"", ""3/4 tsp. salt"", ""1/4 tsp. pepper"", ""2 beaten eggs"", ""1 1/2 c. milk"", ""1 can cream of mushroom soup"", ""grated yellow cheese""]","[""Saute the mushrooms."", ""Do not peel or wash, just wipe with damp cloth."", ""Butter 3 slices white bread."", ""Cut into 1-inch squares and place in large casserole."", ""Combine mushrooms with the onion, mayonnaise, celery, green pepper, salt and pepper."", ""Put mixture onto bread squares."", ""Butter 3 more slices of bread and cut into 1-inch squares."", ""Put into casserole."", ""Mix the beaten eggs and milk; pour over mixture in casserole."", ""Must be refrigerated at least 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=964035,Gathered,"[""mushrooms"", ""white bread"", ""butter"", ""onion"", ""mayonnaise"", ""celery"", ""green pepper"", ""salt"", ""pepper"", ""eggs"", ""milk"", ""cream of mushroom soup"", ""yellow cheese""]"
499816,Lemon Cake,"[""1 pkg. white cake mix (I prefer Pillsbury)"", ""1 (3 oz.) pkg. lemon jello"", ""1/2 c. Crisco oil"", ""1 c. water"", ""4 whole eggs"", ""1 tsp. lemon extract""]","[""Blend in order given, then beat 3 to 4 minutes at medium speed until smooth and creamy."", ""Bake at 350\u00b0 for 30 to 35 minutes in 9 x 13-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=451986,Gathered,"[""white cake"", ""lemon jello"", ""Crisco oil"", ""water"", ""eggs"", ""lemon extract""]"
499817,Hot Chicken Salad,"[""4 c. cooked chicken breast, chopped"", ""1 tsp. salt"", ""4 hard-cooked eggs, chopped"", ""1/4 c. onion, finely chopped"", ""2 Tbsp. lemon juice"", ""3/4 c. mayonnaise"", ""1/2 tsp. monosodium glutamate"", ""2 c. chopped celery"", ""3/4 c. cream of chicken soup"", ""2 pimentos, chopped"", ""2/3 c. sliced toasted almonds"", ""1 c. grated cheese"", ""1 1/2 c. crushed potato chips""]","[""Combine all ingredients except cheese, crushed potato chips and almonds."", ""Place all other ingredients in a large rectangular 13 x 9 x 2-inch dish."", ""Top with cheese, potato chips and almonds. Let stand overnight in refrigerator."", ""Bake at 400\u00b0 for 20 to 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=277920,Gathered,"[""chicken"", ""salt"", ""eggs"", ""onion"", ""lemon juice"", ""mayonnaise"", ""monosodium glutamate"", ""celery"", ""cream of chicken soup"", ""pimentos"", ""almonds"", ""grated cheese"", ""potato chips""]"
499818,Chocolate Dip,"[""2/3 c. heavy cream"", ""1/2 c. Log Cabin syrup"", ""1 (8 oz.) pkg. semi-sweet chocolate"", ""assorted fresh or dried fruit, cake cubes, cookies or pretzels""]","[""Heat cream and syrup in small saucepan until boiling, stirring constantly."", ""Remove from heat."", ""Add chocolate and stir until melted."", ""Serve warm to dip the fruits, cake, cookies or pretzels. Keep warm in a warming dish on low setting."", ""Makes 1 1/2 cups. This dip lasts for hours without losing its smooth consistency.""]",www.cookbooks.com/Recipe-Details.aspx?id=190412,Gathered,"[""heavy cream"", ""Log Cabin syrup"", ""semi-sweet chocolate"", ""cake""]"
499819,Brown Sugar Pound Cake,"[""1 lb. light brown sugar"", ""1 c. white sugar"", ""1 1/2 c. shortening (1 part butter)"", ""5 eggs"", ""3 c. plain flour"", ""1 c. milk"", ""1/2 tsp. vanilla"", ""1/2 tsp. baking soda"", ""1 c. nuts""]","[""Cream butter and shortening."", ""Add sugars and cream again."", ""Add eggs 1 at a time to mixture."", ""Sift dry ingredients and add alternately with milk."", ""Add vanilla and nuts."", ""Bake in tube pan 1 hour at 325\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=247927,Gathered,"[""light brown sugar"", ""white sugar"", ""shortening"", ""eggs"", ""flour"", ""milk"", ""vanilla"", ""baking soda"", ""nuts""]"
499820,Sweet Potato Souffle,"[""3 c. mashed, cooked sweet potatoes"", ""1 c. sugar"", ""1/2 tsp. salt"", ""2 eggs, well beaten"", ""3/4 stick margarine"", ""1/2 c. milk"", ""1 tsp. vanilla"", ""1/2 tsp. nutmeg"", ""1/2 tsp. cinnamon"", ""1/2 c. crushed pineapple"", ""1 c. packed brown sugar"", ""1/3 c. plain flour"", ""1 c. chopped nuts"", ""1/2 stick margarine""]","[""Mix and sprinkle on souffle."", ""Bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=254906,Gathered,"[""potatoes"", ""sugar"", ""salt"", ""eggs"", ""margarine"", ""milk"", ""vanilla"", ""nutmeg"", ""cinnamon"", ""pineapple"", ""brown sugar"", ""flour"", ""nuts"", ""margarine""]"
499821,Potato Nuggets,"[""5 lb. potatoes, peeled, boiled and drained"", ""1 c. flour"", ""1 stick melted margarine"", ""1/4 stick butter"", ""1/2 c. bread crumbs""]","[""On low heat mash flour into potatoes."", ""Dip spoon into melted margarine, then dip spoon into potato batter and form into tablespoon size nuggets."", ""After all nuggets are formed, melt 1/4 stick margarine and brown with 1/2 cup bread crumbs."", ""Pour over potato nuggets.""]",www.cookbooks.com/Recipe-Details.aspx?id=191546,Gathered,"[""potatoes"", ""flour"", ""margarine"", ""butter"", ""bread crumbs""]"
